"","source_id","Target","new_id","link","pubdate","source","tweet","post_method","user_statuses","user_following","user_followers","user_created_at","user_bio","user_location","lang","Person or source","News_Source","City","Province","Country","CBC","TweetToCBC","TweetToNOTCBC","mean(TweetToCBC)"
"23171",12916,"cbc",83900,"https://twitter.com/Spearlike/statuses/910238991194173440",2017-09-19 17:27:00,"spearlike","rt @cbcasithappens: so proud of carol and her new book! https://t.co/uaojjhiz","Twitter for iPhone",4214,203,107,"Fri Feb 06 01:12:56 +0000 2009","if you don\'t stand for something you will fall for anything.","ontario, canada","en","source","CBC","Canada","Canada","Canada","CBC",1,0,1
"23173",12918,"heartlandoncbc",64037,"https://twitter.com/special_fandom/statuses/909940015609806848",2017-09-18 21:39:00,"special_fandom","rt @heartlandoncbc: nothing says ""new season starts on @cbc  week from today"" like the new season  poster. here it is, heartlanders!#il ","Twitter for iPhone",629,95,25,"Sat May 13 16:28:14 +0000 2017","heartland  - reign   - harry potter - bones   - roller skating  - hunger games   - free rein  ","ciudad autónoma de buenos aire","en","source","CBC","Canada","Canada","Canada","CBC",1,0,1
"23174",12918,"heartlandoncbc",69895,"https://twitter.com/special_fandom/statuses/910311643648811009",2017-09-19 22:16:00,"special_fandom","rt @heartlandoncbc: here you go fans. lots more of this come sunday when season  premieres at ;pm on @cbc                                                 #iloveheartland @graham ","Twitter for iPhone",637,95,24,"Sat May 13 16:28:14 +0000 2017","heartland  - reign   - harry potter - bones   - roller skating  - hunger games   - free rein  ","ciudad autónoma de buenos aire","en","source","CBC","Canada","Canada","Canada","CBC",1,0,1
"23187",12924,"cbc",82896,"https://twitter.com/spennygee/statuses/910105802807152640",2017-09-19 08:38:00,"spennygee","@wilfundal @_news @cbcradiowest @charelleevelyn @samanthawrights @sobittersosweet even though we\'re leaving, mom  https://t.co/lbeocimx","Twitter for iPhone",2981,700,529,"Tue Sep 20 15:28:43 +0000 2011","either wanderlust-ing or on my parent\'s couch. recovering newscaster, current @bluesteamhockey / @thelistenr contributor, forever a tim hortons philanthropist","planet earth","en","source","CBC","Canada","Canada","Canada","CBC",1,0,1
"23190",12927,"cbc",66917,"https://twitter.com/Spideewoman/statuses/910183145227608065",2017-09-19 13:45:00,"spideewoman","rt @arthursimeon: canada!! tune in to @cbc tonight at pm to watch my set at the @justforlaughs gala hosted by @rickmercer!! i https://t.co ","Twitter for iPhone",1417,220,159,"Thu Sep 25 16:30:14 +0000 2008","i\'m a labour lawyer, devoted mom, former hair band devotee, and can sing (poorly) any tv theme song from the \'s my tweets are my own.","ottawa","en","source","CBC","Canada","Canada","Canada","CBC",1,0,1
"23207",12940,"cbc",69804,"https://twitter.com/SpookyPhobia/statuses/910309203385786368",2017-09-19 22:06:00,"spookyphobia","rt @cbc: here it comes!   | @cbcnews https://t.co/skiyriaj","Twitter for Android",76,40,11,"Sat Mar 25 22:02:03 +0000 2017",NA,NA,"en","source","CBC","Canada","Canada","Canada","CBC",1,0,1
"23215",12947,"cbc",70190,"https://twitter.com/Sporty_TL/statuses/910325065207517184",2017-09-19 23:09:00,"sporty_tl","time for @kimsconvenience #vancouver!!! woo-hoo! looking forward to the laughs on stage tonight and all season long!        @cbc @cbcvancouver","Twitter for iPhone",1736,194,103,"Fri Sep 26 22:24:29 +0000 2014","music freak/guitarist, mountain biker/cyclist, soccer/hockey player, lover of travelling, hiking, skiing, sup, kayaking, camping & all is applied to my library.","vancouver, bc","en","source","CBC","Canada","Canada","Canada","CBC",1,0,1
"23231",12961,"cbc",58546,"https://twitter.com/squeakyflipflop/statuses/909968204688060416",2017-09-18 23:31:00,"squeakyflipflop","rt @cbcthenational: canada won\'t do business with boeing while it\'s \'busy trying to sue us,\' trudeau says https://t.co/logdetse https://t ","Twitter for Android",27437,340,130,"Tue Jul 01 21:16:20 +0000 2014","rts and favs dont always mean i agree, just that i want others to see.  proud to be suspended for tweets about !","pdx","en","source","CBC","Canada","Canada","Canada","CBC",1,0,1
"23235",12964,"thecurrentcbc",82713,"https://twitter.com/SquizzRadical/statuses/909963388452827138",2017-09-18 23:12:00,"squizzradical","rt @thecurrentcbc: the word ""snow"" is the number . feeling ""shy"" is the number four. how savant daniel tammet sees beauty in numbers. htt ","Twitter for iPhone",180933,1692,1483,"Thu May 28 11:10:49 +0000 2009","voice networking analyst by day, foreign policy/terrorism/jihadist/syria/me nerd by night. #raiseyourrevolutionflag",NA,"en","source","CBC","Canada","Canada","Canada","CBC",1,0,1
"23236",12964,"thecurrentcbc",84474,"https://twitter.com/SquizzRadical/statuses/910317213185437696",2017-09-19 22:38:00,"squizzradical","rt @thecurrentcbc: why @caroloffcbc stepped over a journalistic line and got involved bringing an afghan family to canada. https://t.co/mvg ","Twitter for iPhone",180770,1694,1485,"Thu May 28 11:10:49 +0000 2009","voice networking analyst by day, foreign policy/terrorism/jihadist/syria/me nerd by night. #raiseyourrevolutionflag",NA,"en","source","CBC","Canada","Canada","Canada","CBC",1,0,1
"23237",12964,"cbc",57890,"https://twitter.com/SquizzRadical/statuses/909966680645873664",2017-09-18 23:25:00,"squizzradical","rt @cbcthenational: canada won\'t do business with boeing while it\'s \'busy trying to sue us,\' trudeau says https://t.co/logdetse https://t ","Twitter for iPhone",180933,1692,1483,"Thu May 28 11:10:49 +0000 2009","voice networking analyst by day, foreign policy/terrorism/jihadist/syria/me nerd by night. #raiseyourrevolutionflag",NA,"en","source","CBC","Canada","Canada","Canada","CBC",1,0,1
"23238",12964,"cbc",6203,"https://twitter.com/SquizzRadical/statuses/910153497164828672",2017-09-19 11:47:00,"squizzradical","rt @cbckatie: trudeau says he wouldn\'t let other countries dictate how canada lets people into the country, won\'t tell the us how it should ","Twitter for iPhone",180731,1693,1484,"Thu May 28 11:10:49 +0000 2009","voice networking analyst by day, foreign policy/terrorism/jihadist/syria/me nerd by night. #raiseyourrevolutionflag",NA,"en","source","CBC","Canada","Canada","Canada","CBC",1,0,1
"23239",12964,"cbc",62866,"https://twitter.com/SquizzRadical/statuses/909895732924178432",2017-09-18 18:43:00,"squizzradical","rt @cbc: ""sooner or later, we\'ll get to the bottom of it."" a longer look at #aliasgrace, arriving september  on cbc tv. https://t.co/rnlm ","Twitter for iPhone",180867,1692,1484,"Thu May 28 11:10:49 +0000 2009","voice networking analyst by day, foreign policy/terrorism/jihadist/syria/me nerd by night. #raiseyourrevolutionflag",NA,"en","source","CBC","Canada","Canada","Canada","CBC",1,0,1
"23270",12980,"icbc",83963,"https://twitter.com/sry604/statuses/910246768146759680",2017-09-19 17:58:00,"sry604","rt @preventcrimes: volunteers supporting #distracteddrivingcampaign @icbc @cityofsurrey @surreyrcmp #surreybc #leavethephonealone @surreyno ","Twitter for iPhone",14976,6996,6570,"Sat Feb 25 06:01:02 +0000 2012","food | fashion | fun | community news ~ surrey, british columbia ~ advertising / stories / contact: @beatler | #surreybc #surrey","surrey, bc","en","source","CBC","Quebec","Quebec","Canada","CBC",1,0,1
"23284",12990,"cbc",65811,"https://twitter.com/StaceyCornelius/statuses/910142687545843712",2017-09-19 11:05:00,"staceycornelius","rt @cbc: get to know lido pimienta, winner of the #polaris music prize (            : @vanessaheins) https://t.co/mjpaquj https://t.co/axpejiry ","TweetDeck",27845,1497,2300,"Tue Sep 29 13:58:05 +0000 2009","copywriter. editor. mostly frustrated fiction writer. workshop presenter. arts advocate. plate spinner. nature gal alter ego.","nova scotia, canada","en","source","CBC","Canada","Canada","Canada","CBC",1,0,1
"23299",13004,"cbc",64148,"https://twitter.com/stan15537715/statuses/909944471269363712",2017-09-18 21:57:00,"stan15537715","@cbc @rickmercer criminals and bad white man create canada and become the firstpm.bad white man can create the good  https://t.co/jhcjnyew","Twitter Web Client",11197,77,25,"Fri Feb 21 16:11:47 +0000 2014",NA,NA,"en","source","CBC","Canada","Canada","Canada","CBC",1,0,1
"23318",13008,"slangeneggercbc",22800,"https://twitter.com/stangea/statuses/910245438757904384",2017-09-19 17:53:00,"stangea","rt @slangeneggercbc: another saskatchewan woman, -year-old ryanna grywacheski, killed in domestic homicide https://t.co/jkvblropt #skpoli","Twitter for Android",30850,961,1851,"Fri Feb 27 04:35:41 +0000 2009","i have an interest in integrating technology into the learning environment to support collaborative and different learning within a flexible classroom design.","üt: .,-.","en","person","CBC","Saskatchewan","Saskatchewan","Canada","CBC",1,0,1
"23323",13013,"cbc",9932,"https://twitter.com/stargazehill/statuses/910171832044654592",2017-09-19 13:00:00,"stargazehill","rt @pnpcbc: \'rebalancing the tax system\' will pay for basic income plan, says ndp leadership candidate @guycaronnpd. #pnpcbc https://t.co/b ","Twitter for iPhone",4921,119,136,"Mon Apr 27 05:22:23 +0000 2009","speechless, staring at all the evil wrought by a single #whitesupremacist and his cohorts in washington.","planet earth","en","source","CBC","Canada","Canada","Canada","CBC",1,0,1
"23326",13016,"heartlandoncbc",66511,"https://twitter.com/Starr4ever143/statuses/910169018534961152",2017-09-19 12:49:00,"starr4ever143","rt @heartlandoncbc: here you go fans. lots more of this come sunday when season  premieres at ;pm on @cbc                                                 #iloveheartland @graham ","Twitter for iPhone",44883,1843,1080,"Fri Apr 06 19:11:32 +0000 2012","taylor swift. kelsea ballerini. maddie and tae. maren morris. megan and liz. taylor edwards. kalie shorr. emily brooke. carly pearce. ward thomas.","nashville (hopefully one day)","en","source","CBC","Canada","Canada","Canada","CBC",1,0,1
"23341",13026,"cbc",29509,"https://twitter.com/statsgrl/statuses/910275841556467712",2017-09-19 19:54:00,"statsgrl","rt @susandelacourt: two national networks, #ctv and #cbc,  just broke away from pm\'s press conference to give @realdonaldtrump some air tim ","Twitter Web Client",2533,127,30,"Sun Aug 30 00:39:54 +0000 2009","i\'m a consultant/researcher.",NA,"en","source","CBC","Canada","Canada","Canada","CBC",1,0,1
"23346",13030,"cbc",66829,"https://twitter.com/STCCoffeeNews/statuses/910179291815727105",2017-09-19 13:30:00,"stccoffeenews","rt @cbc: with the fast pace of busy lives, it can be hard to take time to de-stress and feel fully rested. | @cbc_life https://t.co/idjlr ","Twitter for iPhone",24383,3862,2643,"Wed Sep 10 02:01:21 +0000 2014","get #hyperlocal reach with #coffeenews® in @st_catharines, #thorold & @townofnotl. like us on fb https://t.co/omgaobvsl & li https://t.co/kvhjhdg mt.:","saint catharines ontario","en","source","CBC","Canada","Canada","Canada","CBC",1,0,1
"23374",13039,"iciradiocanada",101813,"https://twitter.com/StefanyBedard/statuses/910146770931523584",2017-09-19 11:21:00,"stefanybedard","@guyalepage belle (mais triste) analogie avec le poker! #employedumois @iciradiocanada","Twitter for iPhone",13023,1198,27784,"Sun Mar 07 18:41:39 +0000 2010","chanteuse. et folle raide!",NA,"fr","source","CBC","Canada","Canada","Canada","CBC",1,0,1
"23380",13043,"cbc",76340,"https://twitter.com/SteinburgAvivi/statuses/910145232259428352",2017-09-19 11:15:00,"steinburgavivi","a pot monopoly? what s kathleen wynne smoking? menon https://t.co/qdgywwcbc via @torontostar","Twitter for Android",3618,397,241,"Mon May 16 15:44:27 +0000 2016","conservative. cultural libertarian. jewish. badmin., mba., rotman school of mgmnt, uoft. #treygowdy #ronpaul #benshapiro.","canada","en","source","CBC","Canada","Canada","Canada","CBC",1,0,1
"23396",13057,"cbc",60416,"https://twitter.com/Stephen_Lay/statuses/909802352135278592",2017-09-18 12:32:00,"stephen_lay","rt @hattymoon: counting down to season . can\'t wait! @kimsconvenience @cbc #okseeyou #kimsconvenience #toronto #theix #diversity https:// ","Twitter Web Client",20664,3294,4157,"Sat Feb 04 20:47:09 +0000 2012","very random single panel #comic strip working towards self-syndication. me: i\'m humanoid and sustained by #coffee.    #cartoon  #humor","mississauga / toronto","en","source","CBC","Canada","Canada","Canada","CBC",1,0,1
"23402",13060,"cbc",20673,"https://twitter.com/stephen_taylor/statuses/910227230801956864",2017-09-19 16:40:00,"stephen_taylor","hey cbc, ""tax fairness agenda""... trudeau\'s words or yours? or same thing? https://t.co/cmkkdsson","Twitter for Android",57543,2395,30826,"Tue May 06 20:03:09 +0000 2008","former fellow @manningcentre, former national director @natcitizens, public affairs, digital diplomacy, digital director @andrewscheer campaign","toronto, ontario","en","source","CBC","Canada","Canada","Canada","CBC",1,0,1
"23405",13062,"cbc",58581,"https://twitter.com/Stephen740/statuses/909967880879566848",2017-09-18 23:30:00,"stephen740","rt @cbcthenational: canada won\'t do business with boeing while it\'s \'busy trying to sue us,\' trudeau says https://t.co/logdetse https://t ","Twitter for BlackBerry",489,310,403,"Thu Apr 16 16:59:41 +0000 2009","real estate agent in ottawa, realtor, senior, ducati rider, retired nrc","üt: .,-.","en","source","CBC","Canada","Canada","Canada","CBC",1,0,1
"23413",13069,"cbc",36134,"https://twitter.com/StephensoAlex/statuses/910315814498242560",2017-09-19 22:32:00,"stephensoalex","rt @cbcnews: minister carolyn bennett urges conservatives to kick lynn beyak out of caucus https://t.co/mnwnernqfh #cdnpoli https://t.co/ys ","Twitter Web Client",6,136,34,"Wed Sep 06 23:52:39 +0000 2017","uottawa communications graduate. pr student @ humber college.","toronto, ontario","en","source","CBC","Canada","Canada","Canada","CBC",1,0,1
"23414",13070,"cbc",18888,"https://twitter.com/StephenUpcott/statuses/910221926144016384",2017-09-19 16:19:00,"stephenupcott","@cbcpolitics trudeau will listen to trudeau, and nobody else.","Twitter for iPhone",1398,80,5,"Mon Jan 30 14:09:20 +0000 2017","% of the population has an iq of less than .",NA,"en","source","CBC","Canada","Canada","Canada","CBC",1,0,1
"23415",13070,"cbc",18781,"https://twitter.com/StephenUpcott/statuses/910222471390953472",2017-09-19 16:22:00,"stephenupcott","@hopeoct @cbcpolitics because many small business owners are not rich, including farmers.  trudeau is just a rich  https://t.co/kvrddscjo","Twitter for iPhone",1398,80,5,"Mon Jan 30 14:09:20 +0000 2017","% of the population has an iq of less than .",NA,"en","source","CBC","Canada","Canada","Canada","CBC",1,0,1
"23446",13090,"cbc",68866,"https://twitter.com/SteveDavidMikeV/statuses/910257886126673920",2017-09-19 18:42:00,"stevedavidmikev","rt @stevedavidmikev: @potus  puttintheminorsbacktowork    v    @tmz @cia  @foxnews @nypost @cbc    @cnn @msnbc  @putinrf  @slash  @justinbieber  @billg ","Twitter for Android",70970,58,478,"Wed Feb 15 07:59:08 +0000 2017",NA,"global","en","source","CBC","Canada","Canada","Canada","CBC",1,0,1
"23447",13090,"cbc",69864,"https://twitter.com/SteveDavidMikeV/statuses/910306541474951168",2017-09-19 21:56:00,"stevedavidmikev","rt @stevedavidmikev: niiiiice shirt martinstreek @martin_streek @rootscanada @karri @canucks @the_edge @torontomike @cbc @bluejays @sun @ ","Twitter for Android",71108,58,479,"Wed Feb 15 07:59:08 +0000 2017",NA,"global","en","source","CBC","Canada","Canada","Canada","CBC",1,0,1
"23448",13090,"cbc",62338,"https://twitter.com/SteveDavidMikeV/statuses/909878978164310016",2017-09-18 17:37:00,"stevedavidmikev","rt @stevedavidmikev: @kellyannepolls @ivankatrump @melindagates @potus @cia @putinrf @justintrudeau @foxnews @tmz @bbc @cbc @cnn @msnbc  v h ","Twitter for Android",70522,58,470,"Wed Feb 15 07:59:08 +0000 2017",NA,"global","und","source","CBC","Canada","Canada","Canada","CBC",1,0,1
"23449",13090,"cbc",67738,"https://twitter.com/SteveDavidMikeV/statuses/910213359735148544",2017-09-19 15:45:00,"stevedavidmikev","rt @stevedavidmikev: vlad                        %alive                           @pearljam @billgates @slash @danecook @potus @guv_ro @alancross @cbc @tmz @foxnews @cnn @gm @fbi h ","Twitter for Android",70868,58,478,"Wed Feb 15 07:59:08 +0000 2017",NA,"global","und","source","CBC","Canada","Canada","Canada","CBC",1,0,1
"23450",13090,"cbc",62457,"https://twitter.com/SteveDavidMikeV/statuses/909881808199675904",2017-09-18 17:48:00,"stevedavidmikev","rt @stevedavidmikev: @justintrudeau dontbscaredbutmejustboughtparliament - cdn$\'s .  @cbc @marcscottemery @madflavor @ukparliament ","Twitter for Android",70530,58,470,"Wed Feb 15 07:59:08 +0000 2017",NA,"global","en","source","CBC","Canada","Canada","Canada","CBC",1,0,1
"23451",13090,"cbc",62347,"https://twitter.com/SteveDavidMikeV/statuses/909878777370394624",2017-09-18 17:36:00,"stevedavidmikev","rt @stevedavidmikev: @justintrudeau dontbscaredbutmejustboughtparliament - cdn$\'s .  @cbc @marcscottemery @madflavor @ukparliament ","Twitter for Android",70522,58,470,"Wed Feb 15 07:59:08 +0000 2017",NA,"global","en","source","CBC","Canada","Canada","Canada","CBC",1,0,1
"23452",13090,"cbc",63842,"https://twitter.com/SteveDavidMikeV/statuses/909932755647000576",2017-09-18 21:10:00,"stevedavidmikev","rt @stevedavidmikev: thanks @puma #thebest v  @kellyannepolls @potus @cia @billgates @iliza @paulyshore @tmz @foxnews @cnn @cbc @rosie @sla ","Twitter for Android",70640,58,473,"Wed Feb 15 07:59:08 +0000 2017",NA,"global","en","source","CBC","Canada","Canada","Canada","CBC",1,0,1
"23453",13090,"cbc",62156,"https://twitter.com/SteveDavidMikeV/statuses/909870914904268800",2017-09-18 17:05:00,"stevedavidmikev","rt @stevedavidmikev: @thedemocrats @wehodaily @kellyannepolls @potus @cia @iliza @tmz @foxnews @cnn @cbc @bbc @rosie @slash @danecook @gm h ","Twitter for Android",70503,58,470,"Wed Feb 15 07:59:08 +0000 2017",NA,"global","und","source","CBC","Canada","Canada","Canada","CBC",1,0,1
"23469",13099,"cbc",65400,"https://twitter.com/stevenandchris/statuses/910126964354224130",2017-09-19 10:02:00,"stevenandchris","we\'re back!!!!! in case you missed it, here\'s yesterday\'s premier episode of season  of #thegoods @cbc https://t.co/vtatmbezs","Twitter Web Client",11448,1449,40661,"Thu Sep 04 16:33:26 +0000 2008","interior designer & host on @cbcthegoods timeless, fresh, & fabulous! #sandccollection https://t.co/tsxihtgiv",NA,"en","source","CBC","Canada","Canada","Canada","CBC",1,0,1
"23470",13100,"cbc",63703,"https://twitter.com/stevenbuechler/statuses/909930783577604096",2017-09-18 21:02:00,"stevenbuechler","looking forward to the season finale of #thunder tonight! @thundershow @cbc @canesugar #cdntv https://t.co/fgpwpsj","Twitter Web Client",31094,2409,1641,"Mon Sep 15 20:11:33 +0000 2008","check out my reading blog  https://t.co/wjrenotnbm","canada","en","source","CBC","Canada","Canada","Canada","CBC",1,0,1
"23471",13100,"cbc",64497,"https://twitter.com/stevenbuechler/statuses/909960602755399681",2017-09-18 23:01:00,"stevenbuechler","congrats and kudos on a great first season @thundershow #goodgame to all involved #thunder @canesugar @cbc #cdntv","Twitter Web Client",31106,2409,1642,"Mon Sep 15 20:11:33 +0000 2008","check out my reading blog  https://t.co/wjrenotnbm","canada","en","source","CBC","Canada","Canada","Canada","CBC",1,0,1
"23472",13100,"cbc",64156,"https://twitter.com/stevenbuechler/statuses/909944069668966400",2017-09-18 21:55:00,"stevenbuechler","@dianesdigitals @cbc you too! give ginger a scratch for me!!","Twitter Web Client",31098,2409,1642,"Mon Sep 15 20:11:33 +0000 2008","check out my reading blog  https://t.co/wjrenotnbm","canada","en","source","CBC","Canada","Canada","Canada","CBC",1,0,1
"23473",13100,"cbc",63975,"https://twitter.com/stevenbuechler/statuses/909942490786156545",2017-09-18 21:49:00,"stevenbuechler","@dianesdigitals @cbc glad to hear. we will have to see who ""bites the bullet."" #murdochmysteries","Twitter Web Client",31095,2409,1642,"Mon Sep 15 20:11:33 +0000 2008","check out my reading blog  https://t.co/wjrenotnbm","canada","en","source","CBC","Canada","Canada","Canada","CBC",1,0,1
"23480",13105,"cbc",65009,"https://twitter.com/Stevero79823937/statuses/909984680765739008",2017-09-19 00:37:00,"stevero79823937","@quotethisproj @sidhudp @rania_elhilali @tblachance @fan @tsn_sports @sportsnet @cbc awesome i love watching dra  https://t.co/ujydofchmv","Twitter for Android",797,242,50,"Tue Jan 24 00:30:39 +0000 2017","huge toronto maple leafs, raptors, tfc fan married and proud father of .","hamilton ontario","en","source","CBC","Canada","Canada","Canada","CBC",1,0,1
"23481",13105,"cbc",68219,"https://twitter.com/Stevero79823937/statuses/910237622316015621",2017-09-19 17:22:00,"stevero79823937","@quotethisproj @tblachance @cbc @tsn_sports i can make it tonight :)","Twitter for Android",806,244,51,"Tue Jan 24 00:30:39 +0000 2017","huge toronto maple leafs, raptors, tfc fan married and proud father of .","hamilton ontario","en","source","CBC","Canada","Canada","Canada","CBC",1,0,1
"23482",13105,"cbc",64780,"https://twitter.com/Stevero79823937/statuses/909971320812732417",2017-09-18 23:44:00,"stevero79823937","@quotethisproj @fan @tsn_sports @sportsnet @cbc congrats man","Twitter for Android",793,242,50,"Tue Jan 24 00:30:39 +0000 2017","huge toronto maple leafs, raptors, tfc fan married and proud father of .","hamilton ontario","en","source","CBC","Canada","Canada","Canada","CBC",1,0,1
"23483",13105,"cbc",65575,"https://twitter.com/Stevero79823937/statuses/910135828579536896",2017-09-19 10:37:00,"stevero79823937","rt @quotethisproj: please rt as we prepare for our episode on #dragonsden on @cbc #toronto app creator lands spot on \'dragons\' den\'https: ","Twitter for Android",801,243,51,"Tue Jan 24 00:30:39 +0000 2017","huge toronto maple leafs, raptors, tfc fan married and proud father of .","hamilton ontario","en","source","CBC","Canada","Canada","Canada","CBC",1,0,1
"23493",13110,"icbc",102127,"https://twitter.com/stevieboyh/statuses/910157550003376129",2017-09-19 12:04:00,"stevieboyh","china\'s icbc europe head office faces trial in spain https://t.co/ckzrhceiz","SocialOomph",106140,81846,105432,"Fri Jun 03 20:27:22 +0000 2011","british thriller writer & independent author/publisher #amwriting the #debtgoesbad series: @mickeytakenovel & #jammedup https://t.co/nuofyozsww","london","en","source","CBC","Quebec","Quebec","Canada","CBC",1,0,1
"23507",13119,"cbc",61690,"https://twitter.com/StewartYoungCBC/statuses/909851066782683137",2017-09-18 15:46:00,"stewartyoungcbc","rt @rubytreefilms: ""if it wasn\'t for cannibas i wouldn\'t be here."" darcy pittman. #highhopes #medicalmarijuana @cbcdocs @cbc tonight: htt ","Twitter for iPhone",1423,2575,1694,"Fri Apr 13 00:28:54 +0000 2012","executive producer - arts and documentary programming - cbc atlantic","halifax, nova scotia","en","source","CBC","Canada","Canada","Canada","CBC",1,0,1
"23511",13123,"cbc",24842,"https://twitter.com/stgert/statuses/910257090173837312",2017-09-19 18:39:00,"stgert","rt @cbcalerts: update: pm trudeau in tweet says \'devastating\' news from mexico city. canada will be ready to help our friends following mex ","Twitter for iPhone",50148,4748,5399,"Sun Feb 08 14:13:57 +0000 2009","love life,family,friends,political/news all citizens want, deserve gov.with integrity,honest,truthful,governance by the rule of law  better canada.","nova scotia;canada","en","source","CBC","Canada","Canada","Canada","CBC",1,0,1
"23556",13140,"cbc",69500,"https://twitter.com/stopthegraystat/statuses/910293815851978754",2017-09-19 21:05:00,"stopthegraystat","@cnn @rt @cbc @abc https://t.co/suejhnwkb @realalexjones was right fake news finally pulled through clean our water #nofluoride","Twitter Web Client",1782,354,120,"Thu Jan 10 02:22:13 +0000 2013","fight for humanity against the take over of the nwo\'s military industrial complex with the infowar.",NA,"en","source","CBC","Canada","Canada","Canada","CBC",1,0,1
"23557",13140,"cbc",70336,"https://twitter.com/stopthegraystat/statuses/910339534952566784",2017-09-20 00:07:00,"stopthegraystat","@cnn @cbc @rt @cbs @ctvnews @nbcnews @billmaher https://t.co/hgguuqlh hay #fakenews why dont you show this to built                          not to divide us","Twitter Web Client",1784,354,120,"Thu Jan 10 02:22:13 +0000 2013","fight for humanity against the take over of the nwo\'s military industrial complex with the infowar.",NA,"en","source","CBC","Canada","Canada","Canada","CBC",1,0,1
"23568",13144,"icbc",107099,"https://twitter.com/stormyweather_6/statuses/910347237305266176",2017-09-20 00:37:00,"stormyweather_6","rt @cannabisbiznews: icbc - international cannabis business conference https://t.co/cmyjrxpuh #cannabis","Twitter for Android",2917,675,378,"Sat Feb 11 01:42:10 +0000 2017",NA,NA,"en","source","CBC","Quebec","Quebec","Canada","CBC",1,0,1
"23577",13151,"cbc",28573,"https://twitter.com/StrategicThghts/statuses/910273288206561280",2017-09-19 19:43:00,"strategicthghts","rt @pnpcbc: b.c. attorney general @dave_eby explains how b.c.\'s new fundraising rules will apply to third-party advertising #pnpcbc #bcpoli ","TweetDeck",61033,1125,5306,"Mon Oct 25 17:33:13 +0000 2010","retired economist and politician, active political pundit.","north vancouver, bc","en","source","CBC","Canada","Canada","Canada","CBC",1,0,1
"23585",13158,"cbc",4567,"https://twitter.com/Stratscat/statuses/910147081834246144",2017-09-19 11:22:00,"stratscat","@rebecca @emaurocbc @cbcnews uhhhh cbc didn\'t make the schedule. fatass is talking now. trudeau will speak  https://t.co/otxpfh","Twitter for Android",8166,675,363,"Fri Dec 27 15:14:40 +0000 2013","my old bio wasn\'t really a bio at all.","hamilton, ontario","en","source","CBC","Canada","Canada","Canada","CBC",1,0,1
"23589",13161,"cbc",63031,"https://twitter.com/StreetMoggy/statuses/909905011517378561",2017-09-18 19:20:00,"streetmoggy","@cbc nova scotia adventure! https://t.co/ywuzahqe","Twitter for iPhone",4884,124,92,"Wed Mar 30 02:28:06 +0000 2011","bork","ontario canada","ro","source","CBC","Canada","Canada","Canada","CBC",1,0,1
"23590",13162,"cbc",52583,"https://twitter.com/StreetVillain/statuses/909918159506882560",2017-09-18 20:12:00,"streetvillain","rt @pnpcbc: most proud of building the orange wave with jack layton, says @ndp leader @thomasmulcair. #pnpcbc https://t.co/wpjvimx","Twitter for Android",32156,1646,876,"Sun Jun 26 20:23:32 +0000 2011",NA,NA,"en","source","CBC","Canada","Canada","Canada","CBC",1,0,1
"23599",13168,"heartlandoncbc",67013,"https://twitter.com/strusty22/statuses/910187151341613056",2017-09-19 14:01:00,"strusty22","rt @heartlandoncbc: here you go fans. lots more of this come sunday when season  premieres at ;pm on @cbc                                                 #iloveheartland @graham ","Twitter for iPhone",6152,594,304,"Thu Nov 07 01:23:32 +0000 2013",NA,"new orleans, la","en","source","CBC","Canada","Canada","Canada","CBC",1,0,1
"23611",13173,"cbc",26543,"https://twitter.com/studio419/statuses/910262282093039616",2017-09-19 19:00:00,"studio419","trudeau urges canadian aerospace companies to pressure boeing - politics - cbc news https://t.co/lixaczryb","Twitter for iPad",3307,349,80,"Tue Oct 22 13:03:40 +0000 2013",NA,NA,"en","source","CBC","Canada","Canada","Canada","CBC",1,0,1
"23621",13179,"cbc",32570,"https://twitter.com/stupidtalk/statuses/910297882921541632",2017-09-19 21:21:00,"stupidtalk","rt @susandelacourt: two national networks, #ctv and #cbc,  just broke away from pm\'s press conference to give @realdonaldtrump some air tim ","Twitter for iPhone",61705,3519,3393,"Sun Mar 29 16:22:49 +0000 2009","you might change the world with one stupid tweet...or you might not...it\'s irony.",NA,"en","source","CBC","Canada","Canada","Canada","CBC",1,0,1
"23628",13185,"cbc",54855,"https://twitter.com/sucum1/statuses/909935895960223745",2017-09-18 21:23:00,"sucum1","rt @cbcalerts: rcmp investigation targets fentanyl shipments from china: https://t.co/umvqya","Twitter for iPad",59986,2271,858,"Fri Feb 04 17:03:56 +0000 2011","femme,épouse, mère, mamie, médecin. géopolitique, philosophie, art, musique, chorale. méditation. premières nations. amelia earhart. boson de higgs.bilingual","québec, canada","en","source","CBC","Canada","Canada","Canada","CBC",1,0,1
"23632",13187,"cbc",18314,"https://twitter.com/sudenei/statuses/910217269262770176",2017-09-19 16:01:00,"sudenei","investigate the pieces of feces out of @csiscanada #racism #homophobia #islamophobia flush the stinkers. @ndp @cbcpolitics @cbcnews #noplace","Twitter for BlackBerry",73,20,3,"Wed Apr 27 20:28:47 +0000 2016",NA,NA,"en","source","CBC","Canada","Canada","Canada","CBC",1,0,1
